video_id	label_L0_raw	label_L0	label_L1_subject	label_L1_action	label_L2	label_L3
hUcuXIvDN2E_000030	playing bass guitar	playing bass guitar	playing electric guitar	tapping on bass guitar	typewriter typing	missile launch
Rj8hpFBBSi0_000092	snake rattling	snake rattling	cicada buzzing	snake hissing	shaking maracas	fire truck siren
nfdEqi5YMjk_000210	playing drum kit	playing drum kit	playing buckets	beating on pots and pans	typing on a typewriter	playing timpani
A58nnmnhfUo_000001	chicken crowing	chicken crowing	donkey braying	chicken squawking	squeaky door opening	rapping
RrZHOh77F3Q_000042	child singing	child singing	woman singing	child humming	playing violin	mouse clicking
D9ag3OB7E4k_000000	snake hissing	snake hissing	cat hissing	snake spitting	aerosol spray	chopping food
8B3FjLzkdPA_000020	playing clarinet	playing clarinet	playing saxophone	clarinet wailing	ambulance siren	elephant trumpeting
mhZMQF-y8n0_000097	playing snare drum	playing snare drum	woodpecker pecking	tapping on table	machine gun firing	door slamming
SHkCnBJoZkc_000010	magpie calling	magpie calling	baby crying	magpie screeching	kettle whistling	playing piano
ZnZtPgz8Sfw_000030	playing zither	playing zither	playing harp	typing on keyboard	typing on typewriter	playing drum kit
AMLvdc8Dbq4_000170	playing clarinet	playing clarinet	playing saxophone	person whistling	bird singing	playing zither
wmQyktOSKv4_000030	people whispering	people whispering	wind rustling	people humming	fabric rubbing	playing badminton
Qsd19T8rN_8_000190	pigeon, dove cooing	pigeon cooing	owl hooting	pigeon grunting	blowing a bottle	elephant trumpeting
uWUAuCEknZ8_000067	disc scratching	disc scratching	cd scratching	disc rubbing	sawing wood	people belly laughing
H6c8ZDrdUaM_000030	fire truck siren	fire truck siren	ambulance siren	fire truck engine roaring	electric guitar solo	people hiccup
VAqgpoyD2jc_000030	playing banjo	playing banjo	playing guitar	tapping banjo	typewriter clicking	chipmunk chirping
KUoMl-m6w-o_000026	people burping	people burping	lion roaring	people yelling	chainsaw running	people booing
7wJc_LpV8E4_000012	coyote howling	coyote howling	fox screaming	coyote yelping	pig squealing	writing on blackboard with chalk
cG6OF9vcGPE_000081	people humming	people humming	choir singing	people chanting	string orchestra	people running
pP0fJ64QFHE_000430	people sobbing	people sobbing	cat meowing	people screaming	squealing brakes	bathroom ventilation fan running
RzGho0_J5lM_000060	cap gun shooting	cap gun shooting	machine gun firing	cap gun popping	hammering nails	people whistling
jkvXuu8XltI_000080	helicopter	helicopter	propeller plane	helicopter hovering	lawn mower	machine gun shooting
1HUCwslugK8_000283	playing glockenspiel	playing glockenspiel	music box playing	playing piano	typing on keyboard	train horning
AHIiNsAzgKo_000024	eagle screaming	eagle screaming	monkey screeching	eagle whistling	bicycle brake squeaking	telephone bell ringing
0eA2QcSRgh0_000063	dog baying	dog baying	wolf howling	dog barking	crow cawing	horse clip-clop
jejadhR_m9w_000030	playing hammond organ	playing hammond organ	playing electric guitar	hammond organ wailing	typing on keyboard	playing snare drum
dLZEZTNhFwM_000032	bull bellowing	bull bellowing	lion roaring	bull groaning	foghorn blowing	people sniggering
0Rqa18lmDtw_000153	driving motorcycle	driving motorcycle	driving car	motorcycle engine revving	bear growling	car passing by
OLaCHe5fCtY_000275	tractor digging	tractor digging	excavator digging	tractor driving	propeller plane flying	parrot talking
IVJkeUVwUaY_000145	playing erhu	playing erhu	playing violin	man humming	sawing wood	stream burbling
Ydz4uQX5_ow_000023	people booing	people booing	cattle mooing	people cheering	rushing water	playing saxophone
-7sg--aJdrc_000049	gibbon howling	gibbon howling	monkey screaming	gibbon crying	violin screeching	dog barking
qAQuljp-atA_000030	driving motorcycle	starting motorcycle	starting chainsaw	motorcycle engine misfiring	operating a wood chipper	penguins braying
3ypSlMWAZeo_000239	people marching	people marching	soldiers marching	people stomping	machine pounding	striking bowling
ro_xNfE2_8Q_000219	parrot talking	parrot talking	baby babbling	parrot whistling	video game sounds	cheetah chirrup
4JTxc-TKxPo_000092	people slurping	people chewing	dog chewing	chewing ice	walking on gravel	typing on typewriter
qDXFW2kemrE_000310	people sneezing	people sneezing	dog barking	people coughing	jackhammer	arc welding
7T5uQKw-DOg_000338	fox barking	fox barking	cat yowling	fox screaming	rusty gate squeaking	playing french horn
mlpF226Gvlo_000000	cat purring	cat purring	person snoring	cat growling	boat engine idling	playing bagpipes
D05-MrPXqjw_000030	fire truck siren	fire truck siren	ambulance siren	fire truck alarm sounding	theremin playing	duck quacking
3otUlQ4wvLY_000030	male singing	male singing	woman singing	male humming	electric guitar solo	playing shofar
ff7CHJ9kvnk_000003	playing djembe	playing djembe	playing bongos	tapping on wood	horse galloping	playing ukulele
88OXNd0yTMI_000040	railroad car, train wagon	train horn	ship foghorn	train braking	factory alarm	playing guiro
MW0ZTvRCS1o_000220	male speech, man speaking	man speaking	dog growling	man humming	chainsaw running	wind noise
0n-Z2AQCRnU_000385	people eating noodle	eating noodles	pig eating	slurping soup	squishing wet sponge	goat bleating
F-bjopMLAo4_000090	barn swallow calling	barn swallow calling	chicks peeping	barn swallow chattering	squeaky toy squeaking	skateboarding
G7Fr50rWppo_000040	train wheels squealing	train wheels squealing	car brakes screeching	train wheels grinding	fingernails scraping chalkboard	chicken clucking
gx7Ylk3LVaU_000020	ocean burbling	ocean burbling	waterfall rushing	ocean waves crashing	strong wind blowing	baby crying
ZAgmaBqrdEM_000017	gibbon howling	gibbon howling	woman screaming	gibbon singing	ambulance siren	cell phone buzzing
gMDf19Ad_qA_000058	people belly laughing	people belly laughing	hyena laughing	person coughing	engine sputtering	baby babbling
2LRhkMH48_Q_000030	motorboat, speedboat acceleration	motorboat accelerating	car accelerating	motorboat engine roaring	chainsaw cutting	people eating apple
KjGMB5wI-YE_000000	ocean burbling	ocean burbling	river flowing	ocean roaring	large flag flapping	mosquito buzzing
EM2O8RPZcuk_000000	cattle, bovinae cowbell	cowbell	handbell ringing	metal clanking	ice cubes clinking	bowling impact
WFgIargH3-4_000039	dog baying	dog baying	sea lion barking	dog coughing	chopping wood	cat hissing
TauSQlIbIME_000030	people belly laughing	child laughing	monkey chattering	child babbling	squeaky toy	playing synthesizer
bpxK2ub-qCs_000030	motorboat, speedboat acceleration	speedboat acceleration	motorcycle accelerating	speedboat engine roaring	air raid siren	tapping guitar
CT7CrLxIuQI_000030	people belly laughing	people belly laughing	turkey gobbling	people coughing	engine sputtering	people screaming
EJPTTiY0zxI_000308	opening or closing car electric windows	electric window closing	garage door opening	electric window grinding	zipper opening	striking pool
yzvEwiMw7Hk_000135	playing erhu	playing erhu	playing violin	erhu wailing	sawing wood	playing trumpet
yuQhlkeLh5U_000051	playing timbales	playing timbales	playing bongos	drumming on buckets	machine gun firing	playing vibraphone
KuOnJLFsdsA_000000	playing bugle	playing bugle	playing trumpet	scat singing	bird chirping	playing table tennis
Bw_fNvTp6jg_000030	engine accelerating, revving, vroom	engine accelerating	chainsaw revving	engine roaring	lion roaring	chinchilla barking
ddeSMfFLYTI_000420	telephone bell ringing	telephone bell ringing	fire alarm ringing	telephone chirping	cricket chirping	volcano explosion
_fprJMwmYoU_000221	cuckoo bird calling	cuckoo calling	owl hooting	cuckoo pecking	knocking on door	warbler chirping
ZqFhbOL1WPA_000230	playing bassoon	playing bassoon	playing saxophone	bassoon soloing	whale singing	fireworks banging
o4SLkvEa8Mk_000184	popping popcorn	popping popcorn	fire crackling	kernels cracking	bubble wrap popping	people humming
TeweFm49s4M_000090	opening or closing drawers	opening drawer	sliding door	drawer scraping	dragging metal chair	chinchilla barking
xbD2eVjgebU_000001	bull bellowing	bull bellowing	bear roaring	bull groaning	foghorn sound	plastic bottle crushing
J66wMnYRl7s_000306	electric shaver, electric razor shaving	electric shaver	hair clipper buzzing	electric shaver idling	tattoo machine buzzing	children shouting
aKdPOb-VW7g_000437	electric shaver, electric razor shaving	electric razor shaving	tattoo machine buzzing	electric razor buzzing	bee buzzing	thunder
534-Tg2cSto_000030	child singing	child singing	woman singing	child speaking	violin playing	lip smacking
5hLkSi3BcWA_000021	cat growling	cat growling	baby crying	cat meowing	creaky hinge	firing cannon
0FEd3Pd-ksw_000397	car engine starting	engine cranking	lawnmower starting	engine sputtering	jackhammer drilling	volcano explosion
gMBz6lX9HNQ_000202	electric shaver, electric razor shaving	electric shaver	hair clipper buzzing	electric shaver whirring	cicada droning	playing bongo
W1imZelV1h4_000017	pheasant crowing	pheasant crowing	rooster crowing	pheasant squawking	knocking on door	playing snare drum
1mkIuq3rjUg_000019	playing guiro	playing guiro	rattlesnake rattling	sawing wood	zipper opening and closing	cattle mooing
XHukxF8iWE0_000400	waterfall burbling	waterfall	shower running	water boiling	static noise	plastic bottle crushing
aZNrJFxR9HU_000013	cat hissing	cat hissing	snake hissing	cat sneezing	spraying aerosol can	printer printing
GhEPMDQZ174_000030	playing harpsichord	playing harpsichord	playing organ	playing scales	typing on computer keyboard	parrot talking
0teMcpgy9Jo_000058	pheasant crowing	pheasant crowing	rooster crowing	pheasant squawking	rusty gate squeaking	cat growling
4tHvsHkl8L0_000027	snake hissing	snake hissing	cat hissing	snake puffing	sandpaper rubbing	people battle cry
aKiYt30HO0k_000004	pheasant crowing	pheasant crowing	rooster crowing	pheasant squawking	car horn honking	chopping food
4kGozLe1X_Q_000073	playing djembe	playing djembe	playing congas	slapping table	tap dancing	popping popcorn
T7fsXVDXFQo_000300	playing erhu	playing erhu	playing violin	erhu singing	squeaky door opening	dog bow-wow
rNyJbdv2KF4_000060	airplane	airplane taking off	rocket launching	airplane landing	waterfall roaring	sailing
auC_LgwFF8g_000030	female speech, woman speaking	woman speaking	man speaking	woman arguing	monkeys chattering	cat caterwauling
EPzNwL4OVYI_000263	playing congas	playing congas	playing tablas	tapping on table	typing on keyboard	plastic bottle crushing
uPUk0gCy-OA_000084	children shouting	children shouting	crowd shouting	children singing	heavy rain	golf driving
8d6SwUPTyOQ_000030	subway, metro, underground	subway	roller coaster braking	subway grinding	dragging metal container	dog howling
FQHhMhW4sHw_000040	beat boxing	beat boxing	drum machine playing	rhythmic coughing	steam engine chugging	arc welding
CW_UrQzAqzU_000025	canary calling	canary calling	finch singing	canary whistling	video game sound	electric grinder grinding
TR4-xSB97w8_000030	crow cawing	crow cawing	dog barking	crow coughing	squeaky toy	ambulance siren
9ZBaKqh-Bmk_000027	alligators, crocodiles hissing	alligators hissing	tiger growling	alligator growling	thunder rumbling	forging swords
cocA3THl4S0_000057	eagle screaming	eagle screaming	baby crying	eagle screeching	brake squeal	strike lighter
dFKYXLU3hWg_000098	police car (siren)	police car siren	ambulance siren	police car alarm	playing a synthesizer	playing djembe
BrjXD7rdihs_000497	playing bass drum	playing drums	drum machine playing	tapping on desk	machine gun firing	train whistling
0ZxpQ87jdgQ_000037	cow lowing	cow lowing	donkey braying	cow groaning	foghorn blowing	tractor digging
W_Rr3hZw4Yk_000007	chipmunk chirping	chipmunk chirping	bird chirping	chipmunk squeaking	smoke detector beeping	people crowd
Q4cVLAbRVDc_000045	wind chime	wind chime	church bell ringing	wind chime clanging	playing a singing bowl	francolin calling
pWLDewht-Kw_000156	black capped chickadee calling	chickadee calling	sparrow chirping	chickadee whistling	squeaky toy	playing harp
_snV8otOVmg_000293	squishing water	squishing water	person stepping on mud	splashing water	punching meat	driving buses
M4QNImtbFlQ_000030	lawn mowing	lawn mowing	leaf blower blowing	lawn mower idling	boat engine running	people farting
5JHMkSN2rdc_000089	black capped chickadee calling	chickadee calling	cricket chirping	chickadee pecking	whistle blowing	dog growling
1Tg9VvRZN5k_000030	subway, metro, underground	subway	bus braking	subway whistle	feedback noise	bird squawking
r38dp-thzOc_000206	parrot talking	parrot talking	chicken clucking	parrot clicking beak	keyboard typing	playing clarinet
3VfSV1vJydw_000191	playing mandolin	playing mandolin	playing banjo	strumming mandolin	typing on keyboard	playing zither
1P9yEzO1Bic_000025	playing erhu	playing erhu	playing violin	woman singing	door squeaking	people gargling
Az8NdAwKHzo_000008	lions growling	lions growling	bear growling	lions snoring	engine sputtering	turkey gobbling
mg2EyWA0Jxc_000030	playing drum kit	playing drum kit	drum machine playing	beating on buckets	machine gun firing	cat purring
iKWclBFnR2M_000001	mynah bird singing	mynah bird singing	parrot talking	mynah bird squawking	squeaky toy	people eating apple
KcC_g1wPovM_000080	waterfall burbling	waterfall burbling	river rushing	waterfall roaring	jet engine roaring	child singing
HP4bUf_w4hU_000522	people eating noodle	people eating noodle	pig slurping	people drinking soup	wet vacuum cleaning	strike lighter
evvK3lYqQ00_000089	playing timbales	playing timbales	playing snare drum	hitting pots and pans	hammering nails	scuba diving
gyhxCxzvIps_000010	cat meowing	cat meowing	baby crying	cat hissing	squeaky toy	thunder
xtU4NZPuylU_000000	fireworks banging	fireworks	gunshots	fireworks crackling	drum solo	playing french horn
4_6e0icNw7Q_000182	disc scratching	disc scratching	cat scratching	rubbing glass	sawing wood	cat caterwauling
5__UnpOFMZo_000005	telephone bell ringing	telephone bell ringing	fire alarm sounding	telephone chirping	rattlesnake rattling	striking bowling
cRCeYK81z_I_000013	people eating crisps	people eating crisps	dog eating kibble	people walking on gravel	fire crackling	francolin calling
AsghD21CFr4_000030	lawn mowing	lawn mowing	go-kart driving	lawn mower engine	boat motor running	playing hammond organ
Vb5-6-BQzlI_000502	elephant trumpeting	elephant trumpeting	lion roaring	elephant screaming	train horn	firing muskets
3gjFMkV2ucY_000030	playing accordion	playing accordion	playing bandoneon	accordion wheezing	sawing wood	people clapping
